transect	quadrat	location	burn_trt	year	quadratID	survey_date	cover	plot_size	species	sp
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	1	1	"Glycine tabacina"	Gly_tab
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	3	1	"Cyperus gracilis"	Cyp_gra
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	2	1	"Scleria mackaviensis"	Scl_mac
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	0.1	1	"Sida acuta"	Sid_acu
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	0.1	1	"Sida corrugata"	Sid_corr
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	0.1	1	"Sida rhombifolia"	Sid_rho
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	0.1	1	"Aristida queenslandica"	Ari_que
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	2	1	"Dichanthium annulatum"	Dic_ann
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	0.1	1	"Gomphocarpus fruticosus"	Gom_fru
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	77	1	"Litter"	Litter
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	3	1	"Rock"	Rock
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	2	5	"Corymbia citriodora"	Cor_cit
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	1	5	"Acacia salicina"	Aca_sal
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	2	5	"Corymbia citriodora"	Cor_cit
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	1	5	"Grewia latifolia"	Gre_ret
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	1.5	1	"Cyperus difformis"	Cyp_dif
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	20	1	"Conyza bonariensis"	Con_bon
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	1	1	"Bidens pilosa"	Bid_pil
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	1	1	"Heteropogon contortus"	Het_con
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	20	1	"Melinis repens"	Mel_rep
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	2	1	"Cyperus gracilis"	Cyp_gra
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	2.5	1	"Cymbopogon refractus"	Cym_ref
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	0.1	1	"Eustrephus latifolius"	Eus_lat
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	0.8	1	"Dichanthium annulatum"	Dic_ann
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	0.1	1	"Rhynchosia minima"	Rhy_min
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	0.1	1	"Euchiton sphaericus"	Euc_sph
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	3	1	"Bare ground"	Bare
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	35.9	1	"Litter"	Litter
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	12	1	"Rock"	Rock
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	1	5	"Lantana camara"	Lan_cam
T10	Q4	BCCA4	Control	2023	T10.Q4	26/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	9	1	"Capillipedium spicigerum"	Cap_spi
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	0.1	1	"Eustrephus latifolius"	Eus_lat
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	1	1	"Chloris ventricosa"	Chl_ven
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	2	1	"Melinis repens"	Mel_rep
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	1	1	"Panicum effusum"	Pan_eff
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	9	1	"Bothriochloa decipiens"	Bot_dec
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	5	1	"Aristida queenslandica"	Ari_que
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	0.1	1	"Cyanthillium cinereum"	Cya_cin
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	3	1	"Sorghum leiocladum"	Sor_lei
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	2	1	"Digitaria sanguinalis"	Dig_san
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	0.1	1	"Chamaecrista nomame"	Cha_nom
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	0.1	1	"Hydrocotyle laxiflora"	Hyd_lax
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	0.1	1	"Glycine tabacina"	Gly_tab
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	2	1	"Scleria mackaviensis"	Scl_mac
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	3	1	"Heteropogon contortus"	Het_con
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	59.5	1	"Litter"	Litter
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	3	1	"Rock"	Rock
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	2	5	"Lantana camara"	Lan_cam
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	1	5	"Brachychiton populneus"	Bra_pop
T10	Q5	BCCA4	Control	2023	T10.Q5	26/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	13	1	"Bothriochloa bladhii"	Bot_bla
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	30	1	"Themeda triandra"	The_tri
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	1.5	1	"Sigesbeckia orientalis"	Sig_ori
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	0.1	1	"Gomphocarpus fruticosus"	Gom_fru
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	0.5	1	"Verbena litoralis"	Ver_lit
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	2	1	"Hydrocotyle laxiflora"	Hyd_lax
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	0.3	1	"Conyza bonariensis"	Con_bon
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	0.2	1	"Bidens pilosa"	Bid_pil
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	0.5	1	"Imperata cylindrica"	Imp_cyl
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	1	1	"Lomandra multiflora"	Lom_mul
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	0.1	1	"Lobelia concolor"	Lob_con
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	0.2	1	"Digitaria divaricatissima"	Dig_div
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	3	1	"Bare ground"	Bare
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	47.6	1	"Litter"	Litter
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	5	5	"Lantana camara"	Lan_cam
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	1	5	"Eucalyptus tereticornis"	Euc_ter
T13	Q1	BCCA5	Burn	2023	T13.Q1	20/05/2023	1	5	"Eucalyptus tereticornis"	Euc_ter
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	40	1	"Themeda triandra"	The_tri
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	0.5	1	"Lespedeza juncea"	Les_jun
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	0.5	1	"Verbena litoralis"	Ver_lit
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	1.5	1	"Bidens pilosa"	Bid_pil
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	13	1	"Aristida queenslandica"	Ari_que
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	2	1	"Hydrocotyle laxiflora"	Hyd_lax
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	1	1	"Imperata cylindrica"	Imp_cyl
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	4	1	"Polymeria calycina"	Pol_cal
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	1	1	"Sigesbeckia orientalis"	Sig_ori
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	2	1	"Glycine tabacina"	Gly_tab
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	1	1	"Scleria mackaviensis"	Scl_mac
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	3	1	"Gomphocarpus fruticosus"	Gom_fru
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	0.1	1	"Asperula conferta"	Asp_con
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	0.1	1	"Panicum effusum"	Pan_eff
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	0.3	1	"Sporobolus creber"	Spo_cre
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	1	1	"Conyza bonariensis"	Con_bon
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	10	1	"Melinis repens"	Mel_rep
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	4	1	"Lobelia concolor"	Lob_con
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	15	1	"Litter"	Litter
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	3	5	"Lantana camara"	Lan_cam
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T13	Q2	BCCA5	Burn	2023	T13.Q2	20/05/2023	1	5	"Eucalyptus tereticornis"	Euc_ter
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	6	1	"Heteropogon contortus"	Het_con
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	3	1	"Hydrocotyle laxiflora"	Hyd_lax
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	4	1	"Aristida queenslandica"	Ari_que
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	1	1	"Galactia tenuiflora"	Gal_ten
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.1	1	"Hybanthus stellarioides"	Hyb_ste
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.8	1	"Rhynchosia minima"	Rhy_min
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	1	1	"Lobelia concolor"	Lob_con
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	1	1	"Verbena litoralis"	Ver_lit
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	5	1	"Melinis repens"	Mel_rep
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	1	1	"Sporobolus creber"	Spo_cre
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.1	1	"Hypericum gramineum"	Hyp_gra
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.1	1	"Desmodium varians"	Des_var
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.2	1	"Panicum effusum"	Pan_eff
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.8	1	"Hypericum gramineum"	Hyp_gra
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	1	1	"Indigofera linnaei"	Ind_linn
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.1	1	"Asperula conferta"	Asp_con
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.5	1	"Polymeria calycina"	Pol_cal
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.1	1	"Microlaena stipoides"	Mic_sti
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.2	1	"Marrubium vulgare"	Mar_vul
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	0.3	1	"Conyza bonariensis"	Con_bon
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	1.5	1	"Bare ground"	Bare
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	72.2	1	"Litter"	Litter
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	11	5	"Lantana camara"	Lan_cam
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	3	5	"Acacia maidenii"	Aca_mai
T13	Q3	BCCA5	Burn	2023	T13.Q3	20/05/2023	2	5	"Eucalyptus crebra"	Euc_cre
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	25	1	"Lomandra longifolia"	Lom_lon
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	1	1	"Malvastrum americanum"	Mal_ame
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	10	1	"Aristida queenslandica"	Ari_que
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	1	1	"Conyza bonariensis"	Con_bon
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	3	1	"Gomphocarpus fruticosus"	Gom_fru
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	2	1	"Hydrocotyle laxiflora"	Hyd_lax
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	0.5	1	"Lobelia concolor"	Lob_con
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	1	1	"Panicum decompositum"	Pan_dec
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	1	1	"Heteropogon contortus"	Het_con
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	0.1	1	"Bidens pilosa"	Bid_pil
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	1	1	"Panicum effusum"	Pan_eff
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	4	1	"Themeda triandra"	The_tri
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	1	1	"Verbena litoralis"	Ver_lit
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	0.2	1	"Sonchus oleraceus"	Son_ole
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	0.1	1	"Asperula conferta"	Asp_con
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	0.1	1	"Galactia tenuiflora"	Gal_ten
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	0.5	1	"Dianella caerulea"	Dia_cer
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	0.1	1	"Lespedeza juncea"	Les_jun
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	4	1	"Scleria mackaviensis"	Scl_mac
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	0.1	1	"Glycine wightii"	Gly_wig
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	0.5	1	"Sporobolus creber"	Spo_cre
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	2	1	"Capillipedium spicigerum"	Cap_spi
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	1	1	"Bare ground"	Bare
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	39.8	1	"Litter"	Litter
T13	Q4	BCCA5	Burn	2023	T13.Q4	20/05/2023	5	5	"Lantana camara"	Lan_cam
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	40	1	"Bothriochloa bladhii"	Bot_bla
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	5	1	"Heteropogon contortus"	Het_con
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	10	1	"Sida rhombifolia"	Sid_rho
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	3	1	"Hydrocotyle laxiflora"	Hyd_lax
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	1	1	"Verbena litoralis"	Ver_lit
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	0.1	1	"Polymeria calycina"	Pol_cal
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	3	1	"Cyperus gracilis"	Cyp_gra
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	1.5	1	"Bidens pilosa"	Bid_pil
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	0.1	1	"Glycine tabacina"	Gly_tab
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	1	1	"Scleria mackaviensis"	Scl_mac
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	15	1	"Themeda triandra"	The_tri
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	19.8	1	"Litter"	Litter
T13	Q5	BCCA5	Burn	2023	T13.Q5	20/05/2023	1	5	"Corymbia tessellaris"	Cor_tes
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	25	1	"Themeda triandra"	The_tri
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	4	1	"Hydrocotyle laxiflora"	Hyd_lax
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	1	1	"Rhynchosia minima"	Rhy_min
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	4	1	"Heteropogon contortus"	Het_con
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.5	1	"Sporobolus creber"	Spo_cre
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.1	1	"Echinopogon ovatus"	Ech_ova
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	1	1	"Bidens pilosa"	Bid_pil
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.1	1	"Glycine tabacina"	Gly_tab
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.1	1	"Rostellularia adscendens"	Ros_ads
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.1	1	"Chrysocephalum apiculatum"	Chr_api
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.1	1	"Asperula conferta"	Asp_con
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.5	1	"Passiflora suberosa"	Pas_sub
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.1	1	"Entolasia stricta"	Ent_str
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.1	1	"Eucalyptus tereticornis"	Euc_ter
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.3	1	"Desmodium varians"	Des_var
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.5	1	"Lobelia concolor"	Lob_con
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.2	1	"Oxalis corniculata"	Oxa_cor
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	0.1	1	"Galactia tenuiflora"	Gal_ten
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	10	1	"Capillipedium spicigerum"	Cap_spi
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	10	1	"Bare ground"	Bare
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	42.2	1	"Litter"	Litter
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	14	5	"Lantana camara"	Lan_cam
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	2	5	"Acacia maidenii"	Aca_mai
T16	Q1	BCCA5	Control	2023	T16.Q1	20/05/2023	1	5	"Eucalyptus tereticornis"	Euc_ter
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	25	1	"Themeda triandra"	The_tri
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	2	1	"Gomphocarpus fruticosus"	Gom_fru
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	1	1	"Passiflora suberosa"	Pas_sub
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	5	1	"Hydrocotyle laxiflora"	Hyd_lax
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	1	1	"Sida rhombifolia"	Sid_rho
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	0.1	1	"Geranium solanderi"	Ger_sol
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	3	1	"Lobelia concolor"	Lob_con
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	0.1	1	"Acacia leiocalyx"	Aca_lei
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	0.1	1	"Asperula conferta"	Asp_con
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	3	1	"Capillipedium spicigerum"	Cap_spi
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	1	1	"Scleria mackaviensis"	Scl_mac
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	0.1	1	"Conyza bonariensis"	Con_bon
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	2	1	"Sporobolus creber"	Spo_cre
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	0.5	1	"Malvastrum americanum"	Mal_ame
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	0.2	1	"Lespedeza juncea"	Les_jun
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	2	1	"Gomphocarpus fruticosus"	Gom_fru
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	0.3	1	"Bidens pilosa"	Bid_pil
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	52.6	1	"Litter"	Litter
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	6	5	"Lantana camara"	Lan_cam
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	1	5	"Eucalyptus tereticornis"	Euc_ter
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	2	5	"Acacia leiocalyx"	Aca_lei
T16	Q2	BCCA5	Control	2023	T16.Q2	20/05/2023	1	5	"Exocarpos cupressiformis"	Exo_cup
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	3.5	1	"Desmodium varians"	Des_var
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	4	1	"Rubus parvifolius"	Rub_par
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	3	1	"Bidens pilosa"	Bid_pil
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	0.2	1	"Asperula conferta"	Asp_con
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	45	1	"Themeda triandra"	The_tri
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	1	1	"Sigesbeckia orientalis"	Sig_ori
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	3	1	"Lobelia concolor"	Lob_con
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	2	1	"Conyza bonariensis"	Con_bon
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	0.1	1	"Passiflora suberosa"	Pas_sub
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	0.1	1	"Hypericum gramineum"	Hyp_gra
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	0.1	1	"Lespedeza juncea"	Les_jun
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	4	1	"Bare ground"	Bare
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	34	1	"Litter"	Litter
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	3	5	"Lantana camara"	Lan_cam
T16	Q3	BCCA5	Control	2023	T16.Q3	20/05/2023	1	5	"?Ligustrum vulgare "	?Lig_vul
T16	Q4	BCCA5	Control	2023	T16.Q4	20/05/2023	30	1	"Gahnia aspera"	Gah_asp
T16	Q4	BCCA5	Control	2023	T16.Q4	20/05/2023	5	1	"Lantana camara"	Lan_cam
T16	Q4	BCCA5	Control	2023	T16.Q4	20/05/2023	2	1	"Galactia tenuiflora"	Gal_ten
T16	Q4	BCCA5	Control	2023	T16.Q4	20/05/2023	0.5	1	"Hydrocotyle laxiflora"	Hyd_lax
T16	Q4	BCCA5	Control	2023	T16.Q4	20/05/2023	0.1	1	"Polymeria calycina"	Pol_cal
T16	Q4	BCCA5	Control	2023	T16.Q4	20/05/2023	62.4	1	"Litter"	Litter
T16	Q4	BCCA5	Control	2023	T16.Q4	20/05/2023	5	5	"Lantana camara"	Lan_cam
T16	Q4	BCCA5	Control	2023	T16.Q4	20/05/2023	1	5	"Smilax australis"	Smi_aus
T16	Q4	BCCA5	Control	2023	T16.Q4	20/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T16	Q4	BCCA5	Control	2023	T16.Q4	20/05/2023	1	5	"Angophora subvelutina"	Ang_sub
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	5	1	"Capillipedium spicigerum"	Cap_spi
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	10	1	"Bidens pilosa"	Bid_pil
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	2	1	"Sigesbeckia orientalis"	Sig_ori
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	0.5	1	"Eustrephus latifolius"	Eus_lat
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	0.1	1	"Hypericum gramineum"	Hyp_gra
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	0.1	1	"Conyza bonariensis"	Con_bon
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	0.1	1	"Asperula conferta"	Asp_con
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	0.5	1	"Cyanthillium cinereum"	Cya_cin
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	0.5	1	"Asteraceae spp_unknown1 "	Dai_ros
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	3	1	"Scleria mackaviensis"	Scl_mac
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	2	1	"Asteraceae_unknown2"	Dai_str
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	0.1	1	"Sonchus oleraceus"	Son_ole
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	76.1	1	"Litter"	Litter
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	7	5	"Lantana camara"	Lan_cam
T16	Q5	BCCA5	Control	2023	T16.Q5	20/05/2023	5	5	"Angophora subvelutina"	Ang_sub
