transect	quadrat	location	burn_trt	year	quadratID	survey_date	cover	plot_size	species	sp
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	75	1	"Themeda triandra"	The_tri
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	2	1	"Desmodium rhytidophyllum"	Des_rhy
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	0.1	1	"Neptunia gracilis"	Nep_gra
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	1	1	"Heteropogon contortus"	Het_con
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	1	1	"Panicum decompositum"	Pan_dec
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	4	1	"Lantana camara"	Lan_cam
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	0.1	1	"Hybanthus stellarioides"	Hyb_ste
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	0.1	1	"Cyanthillium cinereum"	Cya_cin
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	0.1	1	"Bidens pilosa"	Bid_pil
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	16.1	1	"Litter"	Litter
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	2	5	"Eucalyptus crebra"	Euc_cre
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	6	5	"Lantana camara"	Lan_cam
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T01	Q1	BCCA1	Burn	2023	T01.Q1	28/05/2023	2	5	"Acacia leiocalyx"	Aca_lei
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	20	1	"Melinis repens"	Mel_rep
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	6	1	"Rostellularia adscendens"	Ros_ads
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	12	1	"Cymbopogon refractus"	Cym_ref
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	3	1	"Themeda triandra"	The_tri
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	3	1	"Aristida queenslandica"	Ari_que
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	0.1	1	"Crotalaria montana"	Cro_mon
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	1	1	"Sorghum leiocladum"	Sor_lei
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	0.5	1	"Eustrephus latifolius"	Eus_lat
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	1	1	"Heteropogon contortus"	Het_con
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	42.9	1	"Litter"	Litter
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	10	1	"Rock"	Rock
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	1	5	"Alphitonia excelsa"	Alp_exc
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	1	5	"Lantana camara"	Lan_cam
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	1	5	"Corymbia tessellaris"	Cor_tes
T01	Q2	BCCA1	Burn	2023	T01.Q2	28/05/2023	1	5	"Alphitonia excelsa"	Alp_exc
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	13	1	"Bothriochloa bladhii"	Bot_bla
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	20	1	"Themeda triandra"	The_tri
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	5	1	"Lobelia concolor"	Lob_con
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	1	1	"Galactia tenuiflora"	Gal_ten
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	0.1	1	"Glycine tabacina"	Gly_tab
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	13	1	"Melinis repens"	Mel_rep
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	3	1	"Desmodium gangeticum"	Des_gan
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	0.1	1	"Desmodium brachypoda"	Des_bra
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	31	1	"Litter"	Litter
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	13.8	1	"Rock"	Rock
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	1	5	"Lantana camara"	Lan_cam
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	2	5	"Alphitonia excelsa"	Alp_exc
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	2	5	"Eucalyptus crebra"	Euc_cre
T01	Q3	BCCA1	Burn	2023	T01.Q3	28/05/2023	4	5	"Eucalyptus crebra"	Euc_cre
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	25	1	"Themeda triandra"	The_tri
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	4	1	"Melinis repens"	Mel_rep
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	2	1	"Lobelia concolor"	Lob_con
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	2	1	"Dichondra repens"	Dic_rep
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	1	1	"Heteropogon contortus"	Het_con
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	0.1	1	"Rostellularia adscendens"	Ros_ads
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	0.3	1	"Senecio madagascariensis"	Sen_mad
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	0.5	1	"Glycine tabacina"	Gly_tab
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	1	1	"Desmodium rhytidophyllum"	Des_rhy
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	0.5	1	"Desmodium varians"	Des_var
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	1	1	"Digitaria sanguinalis"	Dig_san
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	1	1	"Bothriochloa bladhii"	Bot_bla
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	0.1	1	"Acacia maidenii"	Aca_mai
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	53.5	1	"Litter"	Litter
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	8	1	"Rock"	Rock
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	3	5	"Acacia maidenii"	Aca_mai
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	1	5	"Alphitonia excelsa"	Alp_exc
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	2	5	"Lantana camara"	Lan_cam
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	3	5	"Alphitonia excelsa"	Alp_exc
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	1	5	"Eucalyptus melanophloia"	Euc_melp
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	1	5	"Eucalyptus tereticornis"	Euc_ter
T01	Q4	BCCA1	Burn	2023	T01.Q4	28/05/2023	1	5	"Brachychiton populneus"	Bra_pop
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	0.1	1	"Bidens pilosa"	Bid_pil
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	50	1	"Themeda triandra"	The_tri
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	2	1	"Macroptilium atropurpureum"	Mac_atr
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	1	1	"Lobelia concolor"	Lob_con
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	1	1	"Glycine tabacina"	Gly_tab
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	1	1	"Digitaria sanguinalis"	Dig_san
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	1	1	"Polymeria calycina"	Pol_cal
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	0.2	1	"Rostellularia adscendens"	Ros_ads
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	0.1	1	"Neptunia gracilis"	Nep_gra
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	0.2	1	"Desmodium brachypoda"	Des_bra
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	1	1	"Bothriochloa bladhii"	Bot_bla
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	0.1	1	"Rhynchosia minima"	Rhy_min
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	0.1	1	"Brunoniella acaulis"	Bru_aca
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	42.2	1	"Litter"	Litter
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	5	5	"Exocarpos cupressiformis"	Exo_cup
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	3	5	"Alphitonia excelsa"	Alp_exc
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	3	5	"Alphitonia excelsa"	Alp_exc
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	1	5	"Eucalyptus tereticornis"	Euc_ter
T01	Q5	BCCA1	Burn	2023	T01.Q5	28/05/2023	2	5	"Eucalyptus crebra"	Euc_cre
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	20	1	"Melinis repens"	Mel_rep
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	25	1	"Themeda triandra"	The_tri
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	3	1	"Mentha satureioides"	Men_sat
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	1	1	"Cyperus difformis"	Cyp_dif
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	0.3	1	"Neptunia gracilis"	Nep_gra
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	0.1	1	"Glycine tabacina"	Gly_tab
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	1	1	"Panicum effusum"	Pan_eff
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	12	1	"Cymbopogon refractus"	Cym_ref
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	10	1	"Heteropogon contortus"	Het_con
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	1	1	"Acacia salicina"	Aca_sal
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	1	1	"Aristida queenslandica"	Ari_que
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	0.1	1	"Lespedeza juncea"	Les_jun
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	21.5	1	"Litter"	Litter
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	3	1	"Rock"	Rock
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	1	5	"Corymbia tessellaris"	Cor_tes
T02	Q1	BCCA1	Burn	2023	T02.Q1	28/05/2023	6	5	"Acacia salicina"	Aca_sal
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	50	1	"Melinis repens"	Mel_rep
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	3	1	"Lantana camara"	Lan_cam
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	2	1	"Eremophila debilis"	Ere_deb
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	0.5	1	"Glycine tabacina"	Gly_tab
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	0.1	1	"Neptunia gracilis"	Nep_gra
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	1	1	"Heteropogon contortus"	Het_con
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	0.5	1	"Aristida queenslandica"	Ari_que
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	39.4	1	"Litter"	Litter
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	3	1	"Rock"	Rock
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	2	5	"Lantana camara"	Lan_cam
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T02	Q2	BCCA1	Burn	2023	T02.Q2	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T02	Q3	BCCA1	Burn	2023	T02.Q3	28/05/2023	12	1	"Sorghum leiocladum"	Sor_lei
T02	Q3	BCCA1	Burn	2023	T02.Q3	28/05/2023	1	1	"Digitaria divaricatissima"	Dig_div
T02	Q3	BCCA1	Burn	2023	T02.Q3	28/05/2023	25	1	"Aristida queenslandica"	Ari_que
T02	Q3	BCCA1	Burn	2023	T02.Q3	28/05/2023	0.5	1	"Glycine tabacina"	Gly_tab
T02	Q3	BCCA1	Burn	2023	T02.Q3	28/05/2023	2	1	"Scleria mackaviensis"	Scl_mac
T02	Q3	BCCA1	Burn	2023	T02.Q3	28/05/2023	0.1	1	"Neptunia gracilis"	Nep_gra
T02	Q3	BCCA1	Burn	2023	T02.Q3	28/05/2023	20	1	"Melinis repens"	Mel_rep
T02	Q3	BCCA1	Burn	2023	T02.Q3	28/05/2023	39.4	1	"Litter"	Litter
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	5	1	"Bidens pilosa"	Bid_pil
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	2	1	"Sida hackettiana"	Sid_hac
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	25	1	"Chloris ventricosa"	Chl_ven
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	0.1	1	"Digitaria ciliaris"	Dig_cil
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	1	1	"Aristida queenslandica"	Ari_que
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	18	1	"Melinis repens"	Mel_rep
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	1	1	"Conyza bonariensis"	Con_bon
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	0.1	1	"Rostellularia adscendens"	Ros_ads
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	44.3	1	"Litter"	Litter
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	3	1	"Rock"	Rock
T02	Q4	BCCA1	Burn	2023	T02.Q4	28/05/2023	1	5	"Lantana camara"	Lan_cam
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	2	1	"Heteropogon contortus"	Het_con
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	4	1	"Einadia nutans"	Ein_nut
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	15	1	"Eragrostis brownii"	Era_bro
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	3	1	"Galinsoga parviflora"	Gal_par
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	2	1	"Paspalidium distans"	Pas_dis
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	4	1	"Cyperus gracilis"	Cyp_gra
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	3	1	"Desmodium brachypoda"	Des_bra
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	1	1	"Bothriochloa decipiens"	Bot_dec
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	30	1	"Melinis repens"	Mel_rep
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	1	1	"Lespedeza juncea"	Les_jun
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	0.2	1	"Bidens pilosa"	Bid_pil
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	6	1	"Sporobolus creber"	Spo_cre
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	28.8	1	"Litter"	Litter
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	2	5	"Lantana camara"	Lan_cam
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T02	Q5	BCCA1	Burn	2023	T02.Q5	28/05/2023	2	5	"Eucalyptus crebra"	Euc_cre
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	3	1	"Lomandra multiflora"	Lom_mul
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	0.5	1	"Cyperus gracilis"	Cyp_gra
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	0.8	1	"Scleria mackaviensis"	Scl_mac
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	0.5	1	"Desmodium varians"	Des_var
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	0.1	1	"Rhynchosia minima"	Rhy_min
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	3	1	"Heteropogon contortus"	Het_con
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	0.2	1	"Fimbristylis dichotoma"	Fim_dic
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	0.1	1	"Cyanthillium cinereum"	Cya_cin
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	91.8	1	"Litter"	Litter
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	8	5	"Alphitonia excelsa"	Alp_exc
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	3	5	"Lantana camara"	Lan_cam
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	2	5	"Eucalyptus crebra"	Euc_cre
T03	Q1	BCCA1	Control	2023	T03.Q1	28/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	18	1	"Themeda triandra"	The_tri
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	15	1	"Heteropogon contortus"	Het_con
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	1	1	"Scleria mackaviensis"	Scl_mac
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	9	1	"Panicum effusum"	Pan_eff
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	0.5	1	"Sonchus oleraceus"	Son_ole
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	3	1	"Aristida queenslandica"	Ari_que
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	0.5	1	"Neptunia gracilis"	Nep_gra
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	0.1	1	"Lomandra multiflora"	Lom_mul
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	52.4	1	"Litter"	Litter
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	1	5	"Alphitonia excelsa"	Alp_exc
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	1	5	"Breynia oblongifolia"	Bre_obl
T03	Q2	BCCA1	Control	2023	T03.Q2	28/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	45	1	"Melinis repens"	Mel_rep
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	1	1	"Scleria mackaviensis"	Scl_mac
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	0.1	1	"Cyanthillium cinereum"	Cya_cin
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	2	1	"Sporobolus creber"	Spo_cre
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	1	1	"Themeda triandra"	The_tri
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	5	1	"Heteropogon contortus"	Het_con
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	1	1	"Bare ground"	Bare
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	44.4	1	"Litter"	Litter
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T03	Q3	BCCA1	Control	2023	T03.Q3	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	20	1	"Sorghum leiocladum"	Sor_lei
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	18	1	"Themeda triandra"	The_tri
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	1	1	"Panicum effusum"	Pan_eff
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	4	1	"Scleria mackaviensis"	Scl_mac
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	1	1	"Lomandra confertifolia"	Lom_con
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	1.5	1	"Bothriochloa bladhii"	Bot_bla
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	2	1	"Heteropogon contortus"	Het_con
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	1	1	"Galactia tenuiflora"	Gal_ten
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	3	1	"Cymbopogon refractus"	Cym_ref
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	3	1	"Sporobolus creber"	Spo_cre
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	1	1	"Sonchus oleraceus"	Son_ole
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	0.5	1	"Bothriochloa decipiens"	Bot_dec
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	0.1	1	"Cyanthillium cinereum"	Cya_cin
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	41.9	1	"Litter"	Litter
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	2	1	"Rock"	Rock
T03	Q4	BCCA1	Control	2023	T03.Q4	28/05/2023	2	5	"Eucalyptus crebra"	Euc_cre
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	20	1	"Melinis repens"	Mel_rep
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	20	1	"Lomandra multiflora"	Lom_mul
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	1	1	"Flemingia parviflora"	Fle_pau
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	0.8	1	"Desmodium varians"	Des_var
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	0.5	1	"Themeda triandra"	The_tri
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	53.2	1	"Litter"	Litter
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	4	1	"Rock"	Rock
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	1	5	"Lantana camara"	Lan_cam
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	2	5	"Corymbia citriodora"	Cor_cit
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	1	5	"Alphitonia excelsa"	Alp_exc
T03	Q5	BCCA1	Control	2023	T03.Q5	28/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T04	Q1	BCCA1	Control	2023	T04.Q1	26/05/2023	64	1	"Megathyrsus maximus"	Meg_max
T04	Q1	BCCA1	Control	2023	T04.Q1	26/05/2023	1.5	1	"Cyperus gracilis"	Cyp_gra
T04	Q1	BCCA1	Control	2023	T04.Q1	26/05/2023	34.5	1	"Litter"	Litter
T04	Q1	BCCA1	Control	2023	T04.Q1	26/05/2023	2	5	"Corymbia tessellaris"	Cor_tes
T04	Q2	BCCA1	Control	2023	T04.Q2	26/05/2023	1	1	"Sida cordifolia"	Sid_cord
T04	Q2	BCCA1	Control	2023	T04.Q2	26/05/2023	95	1	"Digitaria ciliaris"	Dig_cil
T04	Q2	BCCA1	Control	2023	T04.Q2	26/05/2023	2	1	"Melinis repens"	Mel_rep
T04	Q2	BCCA1	Control	2023	T04.Q2	26/05/2023	0.1	1	"Eragrostis leptostachya"	Era_lep
T04	Q2	BCCA1	Control	2023	T04.Q2	26/05/2023	1	1	"Bothriochloa decipiens"	Bot_dec
T04	Q2	BCCA1	Control	2023	T04.Q2	26/05/2023	0.9	1	"Litter"	Litter
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	7	1	"Imperata cylindrica"	Imp_cyl
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	3	1	"Sida hackettiana"	Sid_hac
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	4	1	"Heteropogon contortus"	Het_con
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	20	1	"Scleria mackaviensis"	Scl_mac
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	1	1	"Polymeria calycina"	Pol_cal
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	0.1	1	"Bidens pilosa"	Bid_pil
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	3	1	"Cyanthillium cinereum"	Cya_cin
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	54.4	1	"Litter"	Litter
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	7	1	"Rock"	Rock
T04	Q3	BCCA1	Control	2023	T04.Q3	26/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	20	1	"Melinis repens"	Mel_rep
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	1	1	"Bothriochloa decipiens"	Bot_dec
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	40	1	"Digitaria ciliaris"	Dig_cil
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	0.1	1	"Bidens pilosa"	Bid_pil
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	2	1	"Heteropogon contortus"	Het_con
